,Title,Date,Month,Episode,id,painting_index,img_src,youtube_src,num_colors,colors,subject,color_hex,Black_Gesso,Bright_Red,Burnt_Umber,Cadmium_Yellow,Dark_Sienna,Indian_Red,Indian_Yellow,Liquid_Black,Liquid_Clear,Midnight_Black,Phthalo_Blue,Phthalo_Green,Prussian_Blue,Sap_Green,Titanium_White,Van_Dyke_Brown,Yellow_Ochre,Alizarin_Crimson,Aurora_Borealis,Barn,Beach,Boat,Bridge,Building,Bushes,Cabin,Cactus,Cirrus,Cliff,Clouds,Conifer,Cumulus,Deciduous,Diane_Andre,Dock,Farm,Fence,Fire,Flowers,Fog,Grass,Guest,Hills,Lake,Lakes,Lighthouse,Mill,Moon,Mountain,Mountains,Night,Ocean,Palm_Trees,Path,Person,Portrait,River,Rocks,Snow,Snowy_Mountain,Steve_Ross,Structure,Sun,Tree,Trees,Waterfall,Waves,Windmill,Winter
128,Winter Barn,1987-02-25,February,S11E09,139,158,https://www.twoinchbrush.com/images/painting158.png,https://www.youtube.com/embed/_xkn0ceDreo,6,"Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown","Barn, Cirrus, Clouds, Deciduous, Snow, Structure, Tree, Trees, Winter","#4E1500, #5F2E1F, #000000, #0C0040, #FFFFFF, #221B15",0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
129,Sunset Over The Waves,1987-03-04,March,S11E10,140,159,https://www.twoinchbrush.com/images/painting159.png,https://www.youtube.com/embed/c4b_B2F1eZg,10,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown","Beach, Clouds, Ocean, Rocks, Sun, Waves","#4E1500, #000000, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #FFFFFF, #221B15",1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
130,Golden Glow,1987-03-11,March,S11E11,141,160,https://www.twoinchbrush.com/images/painting160.png,https://www.youtube.com/embed/aA8RhtaWACA,8,"Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre","Clouds, Conifer, Lake, Snow, Tree, Trees, Waterfall","#FFEC00, #5F2E1F, #FFB800, #FFFFFF, #021E44, #FFFFFF, #221B15, #C79B00",0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
131,Roadside Barn,1987-03-18,March,S11E12,142,161,https://www.twoinchbrush.com/images/painting161.png,https://www.youtube.com/embed/vJpKhiXvXdA,11,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Barn, Clouds, Cumulus, Deciduous, Fence, Lake, Path, Structure, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
132,Happy Accident,1987-03-25,March,S11E13,143,162,https://www.twoinchbrush.com/images/painting162.png,https://www.youtube.com/embed/Fw6odlNp7_8,11,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Deciduous, Grass, River, Rocks, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
133,Golden Knoll,1987-04-29,April,S12E01,144,137,https://www.twoinchbrush.com/images/painting137.png,https://www.youtube.com/embed/-O0Bs65eN5w,7,"Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Titanium White, Van Dyke Brown, Yellow Ochre","Cabin, Deciduous, Fog, Grass, Structure, Sun, Tree","#FFEC00, #5F2E1F, #FFB800, #000000, #FFFFFF, #221B15, #C79B00",0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
134,Mountain Reflections,1987-05-06,May,S12E02,145,138,https://www.twoinchbrush.com/images/painting138.png,https://www.youtube.com/embed/rzYpa4XGSnA,12,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Clouds, Conifer, Cumulus, Mountain, Mountains, River, Rocks, Snowy_Mountain, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0
135,Secluded Mountain,1987-05-13,May,S12E03,146,139,https://www.twoinchbrush.com/images/painting139.png,https://www.youtube.com/embed/3PZabdohLso,13,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Clouds, Conifer, Cumulus, Deciduous, Grass, Lake, Mountain, Rocks, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #102E3C, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
136,Bright Autumn Trees,1987-05-20,May,S12E04,147,140,https://www.twoinchbrush.com/images/painting140.png,https://www.youtube.com/embed/aR-C3h5zURM,13,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Black, Midnight Black, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Deciduous, Path, River, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #000000, #102E3C, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
137,Black Seascape,1987-05-27,May,S12E05,148,141,https://www.twoinchbrush.com/images/painting141.png,https://www.youtube.com/embed/P_aCan4cBwc,9,"Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Phthalo Green, Titanium White, Van Dyke Brown","Beach, Clouds, Cumulus, Night, Ocean, Rocks, Waves","#000000, #DB0000, #FFEC00, #5F2E1F, #000000, #0C0040, #102E3C, #FFFFFF, #221B15",1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
138,Steep Mountains,1987-06-03,June,S12E06,149,142,https://www.twoinchbrush.com/images/painting142.png,https://www.youtube.com/embed/fRK8_ioYWw4,12,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Cabin, Cirrus, Clouds, Conifer, Deciduous, Grass, Lake, Mountain, Mountains, Structure, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
139,Evening Waterfall,1987-06-17,June,S12E08,151,144,https://www.twoinchbrush.com/images/painting144.png,https://www.youtube.com/embed/PutvF_P4588,11,"Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Conifer, Grass, River, Tree, Trees, Waterfall","#000000, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #0A3410, #FFFFFF, #221B15, #C79B00",1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
140,Tropical Seascape,1987-06-24,June,S12E09,152,145,https://www.twoinchbrush.com/images/painting145.png,https://www.youtube.com/embed/RrBsbqO9aqI,12,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre","Beach, Cirrus, Clouds, Ocean, Palm_Trees, Waves","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #FFFFFF, #000000, #0C0040, #021E44, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
141,Mountain At Sunset,1987-07-01,July,S12E10,153,146,https://www.twoinchbrush.com/images/painting146.png,https://www.youtube.com/embed/HCsCatvigtw,13,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Clouds, Conifer, Deciduous, Grass, Mountain, River, Snowy_Mountain, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #FFFFFF, #000000, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
142,Soft Mountain Glow,1987-07-08,July,S12E11,154,147,https://www.twoinchbrush.com/images/painting147.png,https://www.youtube.com/embed/gOGJYHWjXgE,12,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Conifer, Grass, Mountain, River, Snowy_Mountain, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
143,Mountain In An Oval,1987-07-15,July,S12E12,155,148,https://www.twoinchbrush.com/images/painting148.png,https://www.youtube.com/embed/1jRPshs27H8,11,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Clouds, Conifer, Cumulus, Deciduous, Grass, Mountain, Mountains, River, Sun, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
144,Winter Mountain,1987-07-22,July,S12E13,156,149,https://www.twoinchbrush.com/images/painting149.png,https://www.youtube.com/embed/46vI20697HI,7,"Alizarin Crimson, Bright Red, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown","Conifer, Mountain, Mountains, River, Snow, Snowy_Mountain, Tree, Trees, Winter","#4E1500, #DB0000, #000000, #0C0040, #021E44, #FFFFFF, #221B15",0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
145,Rolling Hills,1987-09-02,September,S13E01,157,124,https://www.twoinchbrush.com/images/painting124.png,https://www.youtube.com/embed/H4GyGrT7lEQ,12,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Deciduous, Grass, Hills, Lake, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
146,Frozen Solitude,1987-09-09,September,S13E02,158,125,https://www.twoinchbrush.com/images/painting125.png,https://www.youtube.com/embed/kNZssD9zWlw,5,"Dark Sienna, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown","Bushes, Cabin, Clouds, Conifer, Lake, Mountain, Mountains, Snow, Snowy_Mountain, Structure, Tree, Trees, Winter","#5F2E1F, #000000, #021E44, #FFFFFF, #221B15",0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1
147,Meadow Brook,1987-09-16,September,S13E03,159,126,https://www.twoinchbrush.com/images/painting126.png,https://www.youtube.com/embed/06W8GsWj2Yg,13,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Cirrus, Clouds, Deciduous, Grass, Mountain, River, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #102E3C, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
148,Mountain View,1987-09-30,September,S13E05,161,128,https://www.twoinchbrush.com/images/painting128.png,https://www.youtube.com/embed/dJfnAyDLwPY,11,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Clouds, Deciduous, Grass, Mountain, Mountains, River, Rocks, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
149,Hidden Creek,1987-10-07,October,S13E06,162,129,https://www.twoinchbrush.com/images/painting129.png,https://www.youtube.com/embed/KmoRz01bm0Y,10,"Black Gesso, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Deciduous, Grass, River, Tree, Trees","#000000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #0A3410, #FFFFFF, #221B15, #C79B00",1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
150,Peaceful Haven,1987-10-14,October,S13E07,163,130,https://www.twoinchbrush.com/images/painting130.png,https://www.youtube.com/embed/j20pZ96E_CE,13,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Clouds, Conifer, Cumulus, Path, River, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #102E3C, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
151,Mountain Exhibition,1987-10-21,October,S13E08,164,131,https://www.twoinchbrush.com/images/painting131.png,https://www.youtube.com/embed/bgI3_1quJ18,10,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Clouds, Conifer, Cumulus, Grass, Mountain, Mountains, River, Snowy_Mountain, Tree, Trees","#4E1500, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #0A3410, #FFFFFF, #221B15, #C79B00",0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
152,Emerald Waters,1987-10-28,October,S13E09,165,132,https://www.twoinchbrush.com/images/painting132.png,https://www.youtube.com/embed/lLunPQBzW6g,9,"Black Gesso, Cadmium Yellow, Dark Sienna, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Deciduous, Lake, Tree, Trees","#000000, #FFEC00, #5F2E1F, #000000, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
153,Mountain Summit,1987-11-04,November,S13E10,166,133,https://www.twoinchbrush.com/images/painting133.png,https://www.youtube.com/embed/kasGRkfkiPM,12,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Clouds, Conifer, Cumulus, Deciduous, Mountain, River, Snowy_Mountain, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
154,Cabin Hideaway,1987-11-11,November,S13E11,167,134,https://www.twoinchbrush.com/images/painting134.png,https://www.youtube.com/embed/NjTlW2NL1Lo,10,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre","Cabin, Conifer, Deciduous, Lake, Mountain, Mountains, Snow, Structure, Tree, Trees, Winter","#4E1500, #DB0000, #FFEC00, #5F2E1F, #000000, #0C0040, #021E44, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
155,Oval Essence,1987-11-18,November,S13E12,168,135,https://www.twoinchbrush.com/images/painting135.png,https://www.youtube.com/embed/q7WXF_BSEXw,8,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Phthalo Green, Titanium White, Van Dyke Brown","Clouds, Conifer, Night, Ocean, Rocks, Tree, Trees, Waves","#4E1500, #FFEC00, #5F2E1F, #000000, #0C0040, #102E3C, #FFFFFF, #221B15",0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
156,Lost Lake,1987-11-25,November,S13E13,169,136,https://www.twoinchbrush.com/images/painting136.png,https://www.youtube.com/embed/9-ATP8xyDM0,12,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Conifer, Grass, Lake, Mountain, Mountains, Path, Snowy_Mountain, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
157,Distant Mountains,1987-12-30,December,S14E01,170,111,https://www.twoinchbrush.com/images/painting111.png,https://www.youtube.com/embed/GpA9UM7QGag,13,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Bushes, Clouds, Conifer, Cumulus, Lake, Mountain, Mountains, Path, Snowy_Mountain, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #102E3C, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
158,Meadow Brook Surprise,1988-01-06,January,S14E02,171,112,https://www.twoinchbrush.com/images/painting112.png,https://www.youtube.com/embed/Ov5oIHTAa10,12,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Conifer, Grass, River, Tree, Trees","#4E1500, #DB0000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
159,Mountain Moonlight Oval,1988-01-13,January,S14E03,172,113,https://www.twoinchbrush.com/images/painting113.png,https://www.youtube.com/embed/CigXQtT6BPM,12,"Alizarin Crimson, Black Gesso, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","Conifer, Deciduous, Grass, Mountain, Mountains, Night, Tree, Trees","#4E1500, #000000, #FFEC00, #5F2E1F, #FFB800, #000000, #0C0040, #021E44, #0A3410, #FFFFFF, #221B15, #C79B00",1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
160,Snowy Solitude,1988-01-20,January,S14E04,173,114,https://www.twoinchbrush.com/images/painting114.png,https://www.youtube.com/embed/1ZriQGhSFTM,7,"Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre","Cirrus, Clouds, Deciduous, Fence, Snow, Tree, Trees, Winter","#4E1500, #5F2E1F, #000000, #0C0040, #FFFFFF, #221B15, #C79B00",0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
